,0
"['aircraft', 'application.', 'fixed', 'ser', 'services', 'wing']",4237
"['application.', 'helicopter', 'pesticide', 'services']",3864
"['loader', 'required', 'service', 'services', 'truck', 'wi']",2003
"['fuel', 'required', 'service', 'service', 'truck', 'within']",2326
"['fuel', 'loader', 'mileage', 'requ', 'service', 'truck.']",2277
"['expenses', 'lodging', 'meals', 'remote', 'servicing']",5162
"['charges', 'emergancy', 'freight', 'inbound', 'overnigh']",4264
"['22inch', '8inch', 'cctv', 'diameter', 'mains', 'minim', 'sewer']",7426
"['24inch', '48inch', 'cctv', 'diameter', 'mains', 'sewer']",7426
"['48inch', '4inch', '8inch', 'locate', 'mains', 'sewer']",1140
"['cleaning', 'highpressure', 'jetter', 'mains', 'sewer']",6613
"['accordanc', 'control', 'location', 'set', 'traffic']",2094
"['box', 'dry', 'key', 'kidde', 'lid', 'lock', 'num', 'part', 's5', 'title']",3752
"['box', 'c3', 'dry', 'key', 'kidde', 'lid', 'lock', 'no.', 'part', 'title']",3752
"['00010', 'boxes', 'c3', 'kidde', 'lid', 'no.', 'part', 's5']",1714
"['sleeve', 'st', 'stainless', 'stainless', 'steel', 'tapping']",4648
"['disposable', 'emb', 'hydroknit', 'service', 'towel', 'white']",3370
"['application', 'mainframe', 'miscellaneous', 'systems', 'te']",4433
"['1.34inch', 'diameter', 'heat', 'inside', 'shrinkable', 'tubing']",1816
"['have', 'heat', 'range', 'shrinkable', 'tubing', 'use']",1171
"['1000', 'cap', 'end', 'q', 'sealing', 'shrink', 'type', 'volt']",3329
"['1.89inch', 'diameter', 'heat', 'inside', 'shrinkable', 'tubing']",1816
"['2.2', 'diameter', 'heat', 'inch', 'inside', 'shrinkable', 'tubing']",1747
"['body', 'boot', 'breakout', 'he', 'heatshrinkable', 'three']",771
"['heat', 'p', 'precoated', 'shrinkable', 'thermo', 'tubing']",7560
"['have', 'heat', 'insulating', 'shrinkable', 'tubing']",3172
"['heatshrinkable', 'insulating', 'selfsealing', 'tubing']",380
"['heat', 'medium', 'shal', 'shrinkable', 'spooled', 'tubing', 'wall']",444
"['current', 'fencing', 'ma', 'materials', 'supplies']",835
"['current', 'fencing', 'materials', 'supplies']",835
"['c', 'fencing', 'materials', 'ranch', 'supplies']",137
"['hiperformance', 'mens', 'mesh', 'polo', 'shirt', 'short', 'sleeve']",7983
"['hiperformance', 'mesh', 'polo', 'shir', 'short', 'sleeve', 'womens']",216
"['100%', '12.8', 'mens', 'microfleece', 'o', 'polyester', 'vest']",1038
"['100%', '12.8', 'microfleece', 'polyester', 'vest', 'womens']",1029
"['100%', 'jacket', 'long', 'mens', 'microfleece', 'pol', 'sleeve']",3211
"['100%', 'jacket', 'long', 'microfleece', 'p', 'sleeve', 'womens']",3211
"['apparel', 'brand', 'item.', 'miscellane', 'miscellaneous']",3802
"['60%', 'cottonplus', 'long', 'mens', 'shirt', 'sleeve', 'twill']",4165
"['60', 'cottonplus', 'long', 'shirt', 'sleeve', 'twill', 'womens']",4165
"['60%', 'cottonplus', 'mens', 'shirt', 'short', 'sleeve', 'twill']",4165
"['6', 'cottonplus', 'shirt', 'short', 'sleeve', 'twill', 'womens']",6122
"['10', 'acsr', 'cable', 'cutter', 'hand', 'inc', 'operated', 'ratchet']",792
"['716', 'ca', 'cutter', 'guy', 'guy', 'inch', 'ratchet', 'strand', 'strand']",621
"['1316', 'cable', 'cutter', 'jaw', 'opening', 'rachet', 'type']",1130
"['cable', 'insulation', 'lead', 'removing', 'ringers', 'un']",1337
"['3', 'cable', 'cutter', 'hand', 'inch', 'jaw', 'openi', 'ratchet', 'type']",1206
"['2', 'alumin', 'cable', 'cutter', 'inch', 'ratchet']",2102
"['400mcm', 'cable', 'copper', 'cuts', 'cutter', 'ratcheting']",648
"['alu', 'battery', 'cable', 'copper', 'cuts', 'cutter', 'powered']",6350
"['cutter', 'cutting', 'heads.', 'hydraulic', 'series', 'sp']",2788
"['cable', 'center', 'cutter', 'hyd', 'hydraulic', 'open', 'operated']",792
"['6', 'cable', 'cutter', 'epoxigl', 'foot', 'hydraulic', 'length']",2000
"['36month', 'articles', 'lease', 'machine', 'specified']",478
"['machine', 'specified', 'staples', 'used']",478
"['36month', 'controller', 'equipment', 'inc', 'lease', 'pc']",7652
"['3', '72month', 'articles', 'lease', 'machines', 'specified']",1362
"['machines', 'specified', 'staples', 'used']",6516
"['72month', 'controller', 'equipment', 'inc', 'lease', 'pc']",7652
"['11', 'machines', 'specified', 'staples', 'used']",6516
"['72month', 'controller', 'equipment', 'incl', 'lease', 'pc']",3602
"['36', 'dfe', 'digital', 'end', 'front', 'hardware', 'lease', 'month']",284
"['drive', 'hard', 'removal', 'surrender', 'termination']",5783
"['24', '50um.', 'cable', 'fiber', 'fiber', 'multimode', 'optic']",7381
"['48', '50um', 'cable', 'fiber', 'fiber', 'multimode', 'optic']",8593
"['brand.', 'breaker', 'brunner', 'lay', 'paving', 'tools']",6095
"['brand.', 'brunner', 'demolition', 'lay', 'tools']",1409
"['brand.', 'brunner', 'drilling', 'lay', 'rock', 'tools']",1878
"['brand.', 'generators', 'honda', 'industrial', 'portable']",4246
"['brand.', 'dewatering', 'dewatering', 'honda', 'pumps', 'tras']",2263
"['accessories', 'brand.', 'honda', 'pumps']",1409
"['brand.', 'ingersoll', 'pneumatic', 'rand', 'tools']",429
"['brand.', 'cordless', 'ingersoll', 'rand', 'tools']",429
"['air', 'br', 'compressors', 'ingersoll', 'rand', 'reciprocating']",538
"['brand', 'handling', 'ingersoll', 'lifting', 'material', 'rand']",3093
"['brand.', 'cabinets', 'justrite', 'storage']",385
"['brand.', 'cans', 'containers', 'justrite']",988
"['brand.', 'control', 'environmental', 'justrite', 'spill']",7830
"['brand', 'gascylinder', 'handling', 'justrite', 'storage']",2649
"['blades', 'brand', 'concrete', 'marshalltown', 'power', 'screed']",3739
"['brand.', 'max', 'rebar', 'tools', 'tying', 'usa']",429
"['brand.', 'compressors', 'max', 'nailers', 'usa']",7711
"['brand.', 'nailers', 'screw', 'senco', 'staplers', 'sy', 'tools']",8194
"['accessories', 'brand.', 'senco']",1409
"['brand.', 'fasteners', 'nails', 'scre', 'senco', 'staples']",2398
"['concrete', 'consolidation', 'equipm', 'finishing', 'tools']",7887
"['asphalt', 'compaction', 'equipment', 'soil', 'tools', 'wac']",1503
"['brand.', 'generators', 'neuson', 'portable', 'wacker']",4246
"['brand.', 'concrete', 'consolidation', 'tools', 'wyco']",3739
"['by', 'covered', 'i', 'industrial', 'miscellaneous', 'not', 'supplies']",6812
"['charges', 'emergency', 'freight', 'inbound', 'overnight']",4473
"['clean', 'perimeter', 'pond', 'services', 'vacuum']",2113
"['2', 'construction', 'douglas', 'fir', 'grade', 'lumber', 's4s']",3539
"['construction', 'douglas', 'fir', 'grade', 'lumber']",751
"['construction', 'douglas', 'fir', 'lumber', 's4s']",961
"['construction', 'douglas', 'fir', 'grade.', 'lumber']",3232
"['4', 'construction', 'douglas', 'fir', 'lumber', 'sides', 'surfaced']",8577
"['1inchx12', 'construction', 'heart', 'lumber', 'redwood', 'rough']",4155
"['construction', 'heart.', 'lumber', 'redwood', 's4s']",8577
"['4', 'construction', 'heart', 'lumber', 'redwood', 's4s', 'size']",8511
"['6', 'construction', 'heart', 'lumber', 'redwood', 's4s', 'size']",8511
"['3ply', 'ac', 'douglas', 'exterior', 'fir', 'grade', 'plywood']",8141
"['3ply', 'cd', 'douglasfir', 'exterior', 'grade', 'plywood']",1403
"['5', 'ac', 'douglas', 'exterior', 'fir', 'grade', 'ply', 'plywood']",549
"['34inc', 'acgrade', 'douglasfir', 'exterior', 'plywood']",4155
"['5ply', 'cd', 'douglasfir', 'exterior', 'grade', 'plywood']",1403
"['12inch', '4feet', '8.', 'board', 'oriented', 'plywood', 'strand', 'x', 'x']",2547
"['bb', 'concrete', 'exterior', 'form', 'grade', 'panel', 'plyform']",3868
"['4', 'douglas', 'fir', 'lumber', 'select', 'structural', 'surfaced']",6462
"['douglas', 'fir', 'lumber', 'pre', 's4s', 'select', 'structural']",6478
"['12', '4', 'edge', 'fe', 'gypsum', 'inch', 'tapered', 'wallboard', 'x']",1970
"['edge', 'furnis', 'gypsum', 'regular', 'tapered', 'wallboard']",7653
"['117.5', '15inch', 'insulation', 'kraftfaced', 'r13k', 'sq']",3822
"['15inch', '67.81', 'insulation', 'kraftfaced', 'r21k', 'sq']",6243
"['15inch', '69.33', 'insulation', 'kraftfaced', 'r30k', 'sq']",3613
"['165.15', '23inch', 'insulation', 'kraftfaced', 'r13k', 's']",345
"['103.97', '23inch', 'insulation', 'kraftfaced', 'r21k', 's']",345
"['5000', '60', 'concrete', 'concrete', 'psi', 'readymix', 'spec']",4495
"['1', '2', 'inch', 'inch', 'inch', 'stakes', 'wood', 'x', 'x']",2841
"['assessment', 'california.', 'lumber', 'mat', 'stock', 'tax']",5960
"['423310', '8603033', 'california', 'code', 'lumbe', 'matl', 'naics']",529
"['assessment', 'california', 'lumber', 'sto', 'tax']",5960
"['assessment', 'california', 'lumber', 'non', 'tax']",1484
"['14', '4color', 'advertisement', 'page', 'tabloid']",631
"['14page', 'advertisement', 'black', 'tabloid', 'white']",6482
"['advertisement', 'black', 'fullpage', 'tabloid', 'white']",6482
"['4color', 'advertisement', 'full', 'page', 'tabloid']",2644
"['advertisement', 'black', 'halfpage', 'tabloid', 'white']",6482
"['4color', 'advertisement', 'halfpage', 'tabloid']",503
"['1530', 'mediainbanner', 'rich', 'second', 'videos', 'videos']",3307
"['blast', 'email', 'hispanicbilingual', 'spanishadults']",573
"['30second', 'adsspots', 'go', 'radio', 'spot35', 'weekgreg']",7655
"['30second', 'adsspots', 'go', 'radio', 'spot30', 'weekgreg']",7655
"['30second', 'adsspots', 'go', 'radio', 'spot25', 'weekgreg']",7655
"['19', '30second', 'announcements', 'onair', 'radio', 'sp']",2013
"['events', 'onsite', 'participation', 'station', 'throughout']",751
"['bags', 'hanging', 'i', 'imprint', 'reusable', 'tag', 'tote']",357
"['10419tor', '38', 'coveralls', 'short', 'size', 'style', 'umi']",2179
"['10419tor', '40', 'coveralls', 'short', 'size', 'style', 'umi']",4763
"['10419tor', '42', 'coveralls', 'short', 'size', 'style', 'umi']",3920
"['10419tor', '44', 'coveralls', 'short', 'size', 'style', 'umi']",3066
"['10419tor', '46', 'coveralls', 'short', 'size', 'style', 'umi']",164
"['10419tor', '48', 'coveralls', 'short', 'size', 'style', 'umi']",4544
"['10419tor', '50', 'coveralls', 'short', 'size', 'style', 'umi']",4494
"['10419tor', '52', 'coveralls', 'short', 'size', 'style', 'umi']",3690
"['10419tor', '54', 'coveralls', 'short', 'size', 'style', 'umi']",8073
"['10419tor', '56', 'coveralls', 'short', 'size', 'style', 'umi']",3920
"['10419tor', '58', 'coveralls', 'short', 'size', 'style', 'umi']",4763
"['10419tor', '60', 'coveralls', 'short', 'size', 'style', 'umi']",2179
"['10419tor', '62', 'coveralls', 'short', 'size', 'style', 'umi']",3920
"['10419tor', '64', 'coveralls', 'short', 'size', 'style', 'umi']",3920
"['10419tor', '66', 'coveralls', 'short', 'size', 'style', 'umi']",164
"['10419tor', '68', 'coveralls', 'short', 'size', 'style', 'umi']",3920
"['10419tor', '70', 'coveralls', 'short', 'size', 'style', 'umi']",2760
"['10419to', '38', 'coveralls', 'regular', 'size', 'style', 'umi']",2174
"['10419to', '40', 'coveralls', 'regular', 'size', 'style', 'umi']",157
"['10419to', '42', 'coveralls', 'regular', 'size', 'style', 'umi']",6463
"['10419to', '44', 'coveralls', 'regular', 'size', 'style', 'umi']",1414
"['10419to', '46', 'coveralls', 'regular', 'size', 'style', 'umi']",6463
"['10419to', '48', 'coveralls', 'regular', 'size', 'style', 'umi']",3481
"['10419to', '50', 'coveralls', 'regular', 'size', 'style', 'umi']",3607
"['10419to', '52', 'coveralls', 'regular', 'size', 'style', 'umi']",6463
"['10419to', '54', 'coveralls', 'regular', 'size', 'style', 'umi']",3920
"['10419to', '56', 'coveralls', 'regular', 'size', 'style', 'umi']",3920
"['10419to', '58', 'coveralls', 'regular', 'size', 'style', 'umi']",2174
"['10419to', '60', 'coveralls', 'regular', 'size', 'style', 'umi']",4763
"['10419to', '62', 'coveralls', 'regular', 'size', 'style', 'umi']",164
"['10419to', '64', 'coveralls', 'regular', 'size', 'style', 'umi']",164
"['10419to', '66', 'coveralls', 'regular', 'size', 'style', 'umi']",2179
"['10419to', '68', 'coveralls', 'regular', 'size', 'style', 'umi']",8073
"['10419to', '70', 'coveralls', 'regular', 'size', 'style', 'umi']",2303
"['10419tor', '38', 'coveralls', 'long', 'size', 'style', 'umi']",4763
"['10419tor', '40', 'coveralls', 'long', 'size', 'style', 'umi']",157
"['10419tor', '42', 'coveralls', 'long', 'size', 'style', 'umi']",6463
"['10419tor', '44', 'coveralls', 'long', 'size', 'style', 'umi']",164
"['10419tor', '46', 'coveralls', 'long', 'size', 'style', 'umi']",514
"['10419tor', '48', 'coveralls', 'long', 'size', 'style', 'umi']",4544
"['10419tor', '50', 'coveralls', 'long', 'size', 'style', 'umi']",4494
"['10419tor', '52', 'coveralls', 'long', 'size', 'style', 'umi']",8073
"['10419tor', '54', 'coveralls', 'long', 'size', 'style', 'umi']",3920
"['10419tor', '56', 'coveralls', 'long', 'size', 'style', 'umi']",6463
"['10419tor', '58', 'coveralls', 'long', 'size', 'style', 'umi']",3481
"['10419tor', '60', 'coveralls', 'long', 'size', 'style', 'umi']",4763
"['10419tor', '62', 'coveralls', 'long', 'size', 'style', 'umi']",164
"['10419tor', '64', 'coveralls', 'long', 'size', 'style', 'umi']",1414
"['10419tor', '66', 'coveralls', 'long', 'size', 'style', 'umi']",3920
"['10419tor', '68', 'coveralls', 'long', 'size', 'style', 'umi']",6463
"['10419tor', '70', 'coveralls', 'long', 'size', 'style', 'umi']",4763
"['10419or', '38', 'flame', 'res', 'short', 'size', 'style', 'umi']",4763
"['10419or', '40', 'flame', 'res', 'short', 'size', 'style', 'umi']",164
"['10419or', '42', 'flame', 'res', 'short', 'size', 'style', 'umi']",164
"['10419or', '44', 'flame', 'res', 'short', 'size', 'style', 'umi']",1414
"['10419or', '46', 'flame', 'res', 'short', 'size', 'style', 'umi']",6463
"['10419or', '48', 'flame', 'res', 'short', 'size', 'style', 'umi']",2174
"['10419or', '50', 'flame', 'res', 'short', 'size', 'style', 'umi']",4494
"['10419or', '52', 'flame', 'res', 'short', 'size', 'style', 'umi']",164
"['10419or', '54', 'flame', 'res', 'short', 'size', 'style', 'umi']",3920
"['10419or', '56', 'flame', 'res', 'short', 'size', 'style', 'umi']",164
"['10419or', '58', 'flame', 'res', 'short', 'size', 'style', 'umi']",4763
"['10419or', '60', 'flame', 'res', 'short', 'size', 'style', 'umi']",4763
"['10419or', '62', 'flame', 'res', 'short', 'size', 'style', 'umi']",733
"['10419or', '64', 'flame', 'res', 'short', 'size', 'style', 'umi']",3920
"['10419or', '66', 'flame', 'res', 'short', 'size', 'style', 'umi']",3066
"['10419or', '68', 'flame', 'res', 'short', 'size', 'style', 'umi']",164
"['10419or', '70', 'flame', 'res', 'short', 'size', 'style', 'umi']",164
"['10419or', '38', 'flame', 'r', 'regular', 'size', 'style', 'umi']",2174
"['10419or', '40', 'flame', 'r', 'regular', 'size', 'style', 'umi']",157
"['10419or', '42', 'flame', 'r', 'regular', 'size', 'style', 'umi']",164
"['10419or', '44', 'flame', 'r', 'regular', 'size', 'style', 'umi']",680
"['10419or', '46', 'flame', 'r', 'regular', 'size', 'style', 'umi']",6463
"['10419or', '48', 'flame', 'r', 'regular', 'size', 'style', 'umi']",4544
"['10419or', '50', 'flame', 'r', 'regular', 'size', 'style', 'umi']",4494
"['10419or', '52', 'flame', 'r', 'regular', 'size', 'style', 'umi']",6463
"['10419or', '54', 'flame', 'r', 'regular', 'size', 'style', 'umi']",1056
"['10419or', '56', 'flame', 'r', 'regular', 'size', 'style', 'umi']",1056
"['10419or', '58', 'flame', 'r', 'regular', 'size', 'style', 'umi']",2174
"['10419or', '60', 'flame', 'r', 'regular', 'size', 'style', 'umi']",4763
"['10419or', '62', 'flame', 'r', 'regular', 'size', 'style', 'umi']",164
"['10419or', '64', 'flame', 'r', 'regular', 'size', 'style', 'umi']",680
"['10419or', '66', 'flame', 'r', 'regular', 'size', 'style', 'umi']",164
"['10419or', '68', 'flame', 'r', 'regular', 'size', 'style', 'umi']",4763
"['10419or', '70', 'flame', 'r', 'regular', 'size', 'style', 'umi']",6463
"['10419or', '38', 'flame', 'long', 'resi', 'size', 'style', 'umi']",6416
"['10419or', '40', 'flame', 'long', 'resi', 'size', 'style', 'umi']",157
"['10419or', '42', 'flame', 'long', 'resi', 'size', 'style', 'umi']",6463
"['10419or', '44', 'flame', 'long', 'resi', 'size', 'style', 'umi']",2133
"['10419or', '46', 'flame', 'long', 'resi', 'size', 'style', 'umi']",164
"['10419or', '48', 'flame', 'long', 'resi', 'size', 'style', 'umi']",4544
"['10419or', '50', 'flame', 'long', 'resi', 'size', 'style', 'umi']",6463
"['10419or', '52', 'flame', 'long', 'resi', 'size', 'style', 'umi']",3920
"['10419or', '54', 'flame', 'long', 'resi', 'size', 'style', 'umi']",8073
"['10419or', '56', 'flame', 'long', 'resi', 'size', 'style', 'umi']",164
"['10419or', '58', 'flame', 'long', 'resi', 'size', 'style', 'umi']",4763
"['10419or', '60', 'flame', 'long', 'resi', 'size', 'style', 'umi']",4763
"['10419or', '62', 'flame', 'long', 'resi', 'size', 'style', 'umi']",1196
"['10419or', '64', 'flame', 'long', 'resi', 'size', 'style', 'umi']",1196
"['10419or', '66', 'flame', 'long', 'resi', 'size', 'style', 'umi']",4763
"['10419or', '68', 'flame', 'long', 'resi', 'size', 'style', 'umi']",6685
"['10419or', '70', 'flame', 'long', 'resi', 'size', 'style', 'umi']",4763
"['10400tor', '38', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '40', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '42', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '44', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '46', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '48', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '50', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '52', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '54', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '56', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '58', 'c', 'cotton', 'short', 'size', 'style', 'umi']",6416
"['10400tor', '60', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '62', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '64', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '66', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '68', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
"['10400tor', '70', 'c', 'cotton', 'short', 'size', 'style', 'umi']",783
